udi,product_id,type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,temp_diff_k,power_w,temperature_ratio,temp_diff_ratio,torque_speed_product,tool_wear_torque,tool_wear_ratio,torque_per_rpm,rpm_per_torque,torque_squared,rpm_squared,tool_wear_squared,type_L,type_M,type_H
5984,H35397,H,300.8,310.8,1466,45.2,188,0,0,0,0,0,0,10.0,6939.066077445039,1.0332446808510638,0.03324468085106383,66263.2,8497.6,4.15929203539823,0.030832196452933152,32.43362831858407,2043.0400000000002,2149156,35344,0,0,1
6235,L53414,L,301.2,310.8,1479,41.2,155,0,0,0,0,0,0,9.600000000000025,6381.077334265445,1.0318725099601593,0.031872509960159445,60934.8,6386.0,3.762135922330097,0.02785665990534145,35.898058252427184,1697.4400000000003,2187441,24025,1,0,0
5272,L52451,L,303.6,313.0,1534,39.7,115,0,0,0,0,0,0,9.399999999999975,6377.412142836257,1.030961791831357,0.030961791831356965,60899.8,4565.5,2.896725440806045,0.025880052151238595,38.63979848866499,1576.0900000000001,2353156,13225,1,0,0
5536,L52715,L,302.3,311.7,1465,43.5,117,0,0,0,0,0,0,9.399999999999975,6673.528194388118,1.031094938802514,0.031094938802513978,63727.5,5089.5,2.689655172413793,0.029692832764505118,33.67816091954023,1892.25,2146225,13689,1,0,0
7490,M22349,M,300.2,311.6,1751,28.0,162,0,0,0,0,0,0,11.400000000000034,5134.200154006679,1.037974683544304,0.03797468354430391,49028.0,4536.0,5.785714285714286,0.01599086236436322,62.535714285714285,784.0,3066001,26244,0,1,0
4827,L52006,L,303.4,311.8,2268,15.8,20,0,0,0,0,0,0,8.400000000000034,3752.569592859936,1.0276862228081742,0.027686222808174142,35834.4,316.0,1.2658227848101264,0.0069664902998236335,143.54430379746836,249.64000000000001,5143824,400,1,0,0
5545,L52724,L,302.2,311.7,1471,45.6,140,0,0,0,0,0,0,9.5,7024.349846014491,1.0314361350099273,0.0314361350099272,67077.6,6384.0,3.070175438596491,0.030999320190346704,32.25877192982456,2079.36,2163841,19600,1,0,0
3228,M18087,M,300.5,309.3,1589,34.9,91,0,0,0,0,0,0,8.800000000000011,5807.349211891365,1.0292845257903493,0.029284525790349455,55456.1,3175.9,2.6074498567335245,0.02196349905601007,45.53008595988539,1218.01,2524921,8281,0,1,0
8833,L56012,L,297.4,308.8,1651,34.1,163,0,0,0,0,0,0,11.400000000000034,5895.627965457237,1.0383322125084062,0.03833221250840631,56299.100000000006,5558.3,4.780058651026393,0.020654149000605693,48.41642228739003,1162.8100000000002,2725801,26569,1,0,0
759,L47938,L,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,11.199999999999989,6537.120241369249,1.0377358490566038,0.03773584905660373,62424.9,9632.7,5.53956834532374,0.027855711422845694,35.899280575539564,1738.8900000000003,2241009,53361,1,0,0
8943,L56122,L,297.3,308.3,2188,17.0,32,0,0,0,0,0,0,11.0,3895.156011430865,1.0369996636394214,0.036999663639421455,37196.0,544.0,1.8823529411764706,0.007769652650822669,128.7058823529412,289.0,4787344,1024,1,0,0
7045,M21904,M,300.7,310.6,1505,35.6,105,0,0,0,0,0,0,9.900000000000034,5610.675039801131,1.0329231792484204,0.03292317924842047,53578.0,3738.0,2.9494382022471908,0.023654485049833886,42.2752808988764,1267.3600000000001,2265025,11025,0,1,0
1903,L49082,L,298.0,307.6,1694,29.1,169,0,0,0,0,0,0,9.600000000000025,5162.202216525677,1.0322147651006712,0.03221476510067122,49295.4,4917.900000000001,5.8075601374570445,0.01717827626918536,58.213058419243985,846.8100000000001,2869636,28561,1,0,0
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,9.5,7434.055415944647,1.0317407283661877,0.03174072836618777,70990.0,7785.999999999999,3.711790393013101,0.02954838709677419,33.84279475982533,2097.64,2402500,28900,1,0,0
7488,L54667,L,300.3,311.7,1707,33.6,158,0,0,0,0,0,0,11.399999999999975,6006.222498839111,1.0379620379620378,0.03796203796203788,57355.200000000004,5308.8,4.7023809523809526,0.01968365553602812,50.80357142857142,1128.96,2913849,24964,1,0,0
3299,L50478,L,301.2,310.3,1499,38.1,61,0,0,0,0,0,0,9.100000000000025,5980.744182418497,1.0302124833997344,0.03021248339973448,57111.9,2324.1,1.601049868766404,0.02541694462975317,39.343832020997375,1451.6100000000001,2247001,3721,1,0,0
4278,L51457,L,302.2,310.4,1743,28.1,170,0,0,0,0,0,0,8.199999999999989,5128.995582177232,1.0271343481138318,0.027134348113831863,48978.3,4777.0,6.049822064056939,0.016121629374641424,62.02846975088968,789.6100000000001,3038049,28900,1,0,0
6786,L53965,L,301.2,310.6,1389,45.3,64,0,0,0,0,0,0,9.400000000000034,6589.145015712695,1.0312084993359896,0.03120849933598949,62921.7,2899.2,1.4128035320088301,0.0326133909287257,30.66225165562914,2052.0899999999997,1929321,4096,1,0,0
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,9.899999999999975,5181.543955296277,1.033132530120482,0.03313253012048185,49480.100000000006,2114.8,2.1864951768488745,0.01954745443117536,51.157556270096464,967.21,2531281,4624,1,0,0
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,10.0,6611.272299969481,1.033467202141901,0.03346720214190094,63133.0,2476.6,1.5024630541871922,0.026109324758842443,38.30049261083744,1648.3600000000001,2418025,3721,1,0,0
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,11.300000000000011,5648.866334493271,1.0380087453750422,0.038008745375042084,53942.700000000004,4284.0,3.3613445378151257,0.023626737260092654,42.324929971988794,1274.4900000000002,2283121,14400,1,0,0
5164,M20023,M,304.2,313.4,1713,23.5,50,0,0,0,0,0,0,9.199999999999989,4215.546102219464,1.0302432610124916,0.030243261012491744,40255.5,1175.0,2.127659574468085,0.013718622300058377,72.8936170212766,552.25,2934369,2500,0,1,0
4190,L51369,L,302.4,310.9,1560,31.8,172,0,0,0,0,0,0,8.5,5194.937611976082,1.0281084656084656,0.02810846560846561,49608.0,5469.6,5.408805031446541,0.020384615384615386,49.056603773584904,1011.24,2433600,29584,1,0,0
1161,H30574,H,297.0,307.7,1834,23.8,195,0,0,0,0,0,0,10.699999999999989,4570.933535169053,1.036026936026936,0.03602693602693599,43649.200000000004,4641.0,8.193277310924369,0.012977099236641221,77.05882352941177,566.44,3363556,38025,0,0,1
8035,L55214,L,300.7,311.8,1564,36.8,11,0,0,0,0,0,0,11.100000000000025,6027.1664498630425,1.0369138676421683,0.036913867642168356,57555.2,404.79999999999995,0.2989130434782609,0.023529411764705882,42.5,1354.2399999999998,2446096,121,1,0,0
9427,L56606,L,298.1,308.7,1341,55.7,30,0,0,0,0,0,0,10.599999999999966,7821.905972981332,1.0355585374035556,0.03555853740355574,74693.7,1671.0,0.5385996409335727,0.041536167039522745,24.0754039497307,3102.4900000000002,1798281,900,1,0,0
5886,L53065,L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0,9.800000000000011,4863.750914434647,1.0325257218718886,0.03252572187188852,46445.4,3948.0,4.964539007092199,0.017122040072859744,58.40425531914894,795.24,2712609,19600,1,0,0
8789,L55968,L,297.4,308.5,1369,53.2,43,0,0,0,0,0,0,11.100000000000025,7626.823541168917,1.0373234700739746,0.03732347007397453,72830.8,2287.6,0.8082706766917293,0.03886048210372535,25.733082706766915,2830.2400000000002,1874161,1849,1,0,0
2873,L50052,L,300.8,309.6,1680,28.7,22,0,0,0,0,0,0,8.800000000000011,5049.167712849516,1.0292553191489362,0.029255319148936205,48216.0,631.4,0.7665505226480837,0.017083333333333332,58.53658536585366,823.6899999999999,2822400,484,1,0,0
3143,L50322,L,300.6,310.0,1658,34.7,88,0,0,0,0,0,0,9.399999999999975,6024.799783397339,1.0312707917498336,0.03127079174983358,57532.600000000006,3053.6000000000004,2.536023054755043,0.020928829915560918,47.78097982708933,1204.0900000000001,2748964,7744,1,0,0
3001,H32414,H,300.5,309.8,1324,72.8,159,1,0,0,1,0,0,9.300000000000011,10093.643980669667,1.0309484193011647,0.030948419301164765,96387.2,11575.199999999999,2.1840659340659343,0.05498489425981873,18.186813186813186,5299.839999999999,1752976,25281,0,0,1
852,M15711,M,296.2,307.2,1389,48.6,7,0,0,0,0,0,0,11.0,7069.14895725468,1.037137069547603,0.03713706954760297,67505.40000000001,340.2,0.14403292181069957,0.03498920086393088,28.580246913580247,2361.96,1929321,49,0,1,0
4817,L51996,L,303.4,312.0,1521,35.9,215,1,1,0,0,0,0,8.600000000000023,5718.107036578389,1.028345418589321,0.028345418589321107,54603.9,7718.5,5.988857938718663,0.023602892833662063,42.36768802228413,1288.81,2313441,46225,1,0,0
9001,L56180,L,297.0,307.9,1493,46.1,173,0,0,0,0,0,0,10.899999999999975,7207.57800154736,1.0367003367003367,0.036700336700336615,68827.3,7975.3,3.752711496746204,0.030877427997320833,32.386117136659436,2125.21,2229049,29929,1,0,0
8458,L55637,L,298.6,309.9,1393,45.5,38,0,0,0,0,0,0,11.299999999999956,6637.295159116717,1.037843268586738,0.03784326858673796,63381.5,1729.0,0.8351648351648352,0.032663316582914576,30.615384615384617,2070.25,1940449,1444,1,0,0
5543,L52722,L,302.3,311.7,1400,41.6,136,0,0,0,0,0,0,9.399999999999975,6098.878538168984,1.031094938802514,0.031094938802513978,58240.0,5657.6,3.269230769230769,0.029714285714285714,33.65384615384615,1730.5600000000002,1960000,18496,1,0,0
1791,L48970,L,298.2,307.9,1847,23.6,69,0,0,0,0,0,0,9.699999999999989,4564.650349861874,1.0325285043594903,0.032528504359490236,43589.200000000004,1628.4,2.923728813559322,0.012777476989713049,78.26271186440677,556.96,3411409,4761,1,0,0
6588,M21447,M,301.6,310.7,1813,24.6,210,0,0,0,0,0,0,9.099999999999966,4670.480134385802,1.0301724137931034,0.03017241379310333,44599.8,5166.0,8.536585365853657,0.013568670711527855,73.69918699186991,605.1600000000001,3286969,44100,0,1,0
3229,L50408,L,300.5,309.3,1475,46.8,94,0,0,0,0,0,0,8.800000000000011,7228.804695910114,1.0292845257903493,0.029284525790349455,69030.0,4399.2,2.0085470085470085,0.031728813559322035,31.51709401709402,2190.24,2175625,8836,1,0,0
2890,M17749,M,300.7,309.7,1523,38.2,73,0,0,0,0,0,0,9.0,6092.448745204639,1.0299301629531095,0.029930162953109414,58178.600000000006,2788.6000000000004,1.9109947643979057,0.025082074852265268,39.86910994764398,1459.2400000000002,2319529,5329,0,1,0
4724,L51903,L,303.4,311.8,1366,50.9,200,1,0,1,0,0,0,8.400000000000034,7281.101741616872,1.0276862228081742,0.027686222808174142,69529.4,10180.0,3.9292730844793713,0.03726207906295754,26.836935166994106,2590.81,1865956,40000,1,0,0
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,10.199999999999989,6079.903318541303,1.0342052313883299,0.03420523138832994,58058.8,2802.6,2.3410404624277454,0.02061978545887962,48.49710982658959,1197.16,2815684,6561,0,0,1
7955,L55134,L,301.0,311.9,1454,41.9,33,0,0,0,0,0,0,10.899999999999975,6379.799753252984,1.0362126245847176,0.03621262458471752,60922.6,1382.7,0.7875894988066826,0.028817056396148556,34.701670644391406,1755.61,2114116,1089,1,0,0
7412,L54591,L,300.0,311.1,1425,47.8,179,0,0,0,0,0,0,11.100000000000025,7132.986119975623,1.0370000000000001,0.03700000000000008,68115.0,8556.199999999999,3.7447698744769875,0.033543859649122806,29.81171548117155,2284.8399999999997,2030625,32041,1,0,0
1158,L48337,L,297.0,307.8,1583,37.2,189,0,0,0,0,0,0,10.800000000000011,6166.695051584477,1.0363636363636364,0.036363636363636404,58887.600000000006,7030.8,5.080645161290322,0.023499684144030322,42.55376344086021,1383.8400000000001,2505889,35721,1,0,0
9533,L56712,L,299.2,310.5,1384,48.7,93,0,0,0,0,0,0,11.300000000000011,7058.195270869164,1.0377673796791445,0.037767379679144425,67400.8,4529.1,1.9096509240246407,0.0351878612716763,28.41889117043121,2371.69,1915456,8649,1,0,0
5462,M20321,M,302.9,312.3,1339,52.1,145,0,0,0,0,0,0,9.400000000000034,7305.449084682194,1.0310333443380655,0.031033344338065483,69761.90000000001,7554.5,2.783109404990403,0.038909634055265124,25.70057581573896,2714.4100000000003,1792921,21025,0,1,0
2453,M17312,M,299.1,308.6,2329,14.6,95,0,0,0,0,0,0,9.5,3560.827721235839,1.0317619525242394,0.031761952524239384,34003.4,1387.0,6.506849315068493,0.0062687848862172605,159.5205479452055,213.16,5424241,9025,0,1,0
6722,L53901,L,301.4,310.7,1280,61.0,106,0,0,0,0,0,0,9.300000000000011,8176.518479743035,1.03085600530856,0.030856005308560093,78080.0,6466.0,1.7377049180327868,0.04765625,20.983606557377048,3721.0,1638400,11236,1,0,0
1629,L48808,L,297.9,307.8,1451,38.2,80,0,0,0,0,0,0,9.900000000000034,5804.427530723526,1.0332326283987916,0.03323262839879166,55428.200000000004,3056.0,2.094240837696335,0.026326671261199176,37.98429319371728,1459.2400000000002,2105401,6400,1,0,0
6494,L53673,L,300.7,309.8,1363,53.1,183,0,0,0,0,0,0,9.100000000000025,7579.123692711912,1.0302627203192551,0.030262720319255153,72375.3,9717.300000000001,3.446327683615819,0.038958180484225974,25.66854990583804,2819.61,1857769,33489,1,0,0
1389,H30802,H,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,11.200000000000044,7073.013116218595,1.0374707259953164,0.037470725995316305,67542.3,6024.9,2.9359823399558502,0.030382293762575452,32.913907284768214,2052.0899999999997,2223081,17689,0,0,1
5672,H35085,H,302.2,311.6,1534,37.2,41,0,0,0,0,0,0,9.400000000000034,5975.811881952362,1.0311052283256124,0.031105228325612293,57064.8,1525.2,1.1021505376344085,0.0242503259452412,41.236559139784944,1383.8400000000001,2353156,1681,0,0,1
4683,L51862,L,303.6,311.8,1567,31.7,97,0,0,0,0,0,0,8.199999999999989,5201.838643838468,1.0270092226613965,0.027009222661396534,49673.9,3074.9,3.0599369085173502,0.0202297383535418,49.43217665615142,1004.89,2455489,9409,1,0,0
6647,L53826,L,301.5,310.5,1479,34.2,147,0,0,0,0,0,0,9.0,5296.913709511608,1.0298507462686568,0.029850746268656716,50581.8,5027.400000000001,4.298245614035087,0.0231237322515213,43.24561403508772,1169.64,2187441,21609,1,0,0
4893,L52072,L,303.7,312.3,1922,23.1,193,0,0,0,0,0,0,8.600000000000023,4649.368631753679,1.0283174185051038,0.028317418505103796,44398.200000000004,4458.3,8.354978354978355,0.012018730489073882,83.2034632034632,533.61,3694084,37249,1,0,0
1443,M16302,M,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,11.199999999999989,5991.121910150855,1.037483266398929,0.03748326639892901,57211.0,2117.5,1.4285714285714286,0.025908479138627188,38.5974025974026,1482.25,2208196,3025,0,1,0
6285,M21144,M,301.2,310.8,1734,31.3,64,0,0,0,0,0,0,9.600000000000025,5683.580933315438,1.0318725099601593,0.031872509960159445,54274.200000000004,2003.2,2.0447284345047922,0.018050749711649366,55.39936102236422,979.69,3006756,4096,0,1,0
6989,L54168,L,300.7,311.1,1478,46.8,165,0,0,0,0,0,0,10.400000000000034,7243.507349528913,1.0345859660791488,0.03458596607914877,69170.4,7721.999999999999,3.525641025641026,0.03166441136671177,31.581196581196583,2190.24,2184484,27225,1,0,0
1833,M16692,M,297.8,307.4,1330,51.7,183,0,0,0,0,0,0,9.599999999999966,7200.635081782925,1.0322364002686366,0.032236400268636556,68761.0,9461.1,3.5396518375241777,0.03887218045112782,25.725338491295936,2672.8900000000003,1768900,33489,0,1,0
6553,L53732,L,301.4,310.7,1786,26.1,123,0,0,0,0,0,0,9.300000000000011,4881.469497000893,1.03085600530856,0.030856005308560093,46614.600000000006,3210.3,4.712643678160919,0.014613661814109743,68.42911877394636,681.21,3189796,15129,1,0,0
4976,L52155,L,303.7,312.7,1426,45.5,192,0,0,0,0,0,0,9.0,6794.531871428884,1.0296345077378992,0.029634507737899243,64883.0,8736.0,4.21978021978022,0.03190743338008415,31.34065934065934,2070.25,2033476,36864,1,0,0
2859,L50038,L,300.5,309.3,1417,51.5,231,1,0,0,0,1,0,8.800000000000011,7641.976489734731,1.0292845257903493,0.029284525790349455,72975.5,11896.5,4.485436893203883,0.03634438955539873,27.514563106796118,2652.25,2007889,53361,1,0,0
1656,M16515,M,298.2,308.0,1577,35.9,151,0,0,0,0,0,0,9.800000000000011,5928.635632270954,1.0328638497652582,0.03286384976525825,56614.299999999996,5420.9,4.206128133704736,0.022764743183259353,43.92757660167131,1288.81,2486929,22801,0,1,0
9231,L56410,L,298.2,309.2,1922,22.6,132,0,0,0,0,0,0,11.0,4548.732947083686,1.0368879946344736,0.03688799463447351,43437.200000000004,2983.2000000000003,5.840707964601769,0.011758584807492197,85.04424778761062,510.76000000000005,3694084,17424,1,0,0
2552,L49731,L,299.3,309.2,1541,37.2,118,0,0,0,0,0,0,9.899999999999975,6003.080906185521,1.0330771800868692,0.03307718008686928,57325.200000000004,4389.6,3.172043010752688,0.024140168721609345,41.424731182795696,1383.8400000000001,2374681,13924,1,0,0
7722,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,11.100000000000025,6327.167604329842,1.0369384359401,0.03693843594009991,60420.0,4324.8,2.405660377358491,0.02975438596491228,33.60849056603774,1797.76,2030625,10404,1,0,0
1445,L48624,L,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,11.199999999999989,5862.03386801485,1.037458193979933,0.03745819397993307,55978.299999999996,2274.0,1.58311345646438,0.025660121868652675,38.970976253298154,1436.4099999999999,2181529,3600,1,0,0
2876,M17735,M,300.5,309.4,1877,23.8,31,0,0,0,0,0,0,8.899999999999977,4678.103732558513,1.0296173044925123,0.029617304492512403,44672.6,737.8000000000001,1.3025210084033614,0.01267980820458178,78.8655462184874,566.44,3523129,961,0,1,0
3563,L50742,L,301.7,310.6,1471,43.8,80,0,0,0,0,0,0,8.900000000000034,6747.072878408655,1.0294995028173684,0.02949950281736836,64429.799999999996,3504.0,1.8264840182648403,0.029775662814411963,33.58447488584475,1918.4399999999998,2163841,6400,1,0,0
2617,L49796,L,299.4,309.1,1207,66.5,66,0,0,0,0,0,0,9.700000000000044,8405.383504557052,1.0323981295925184,0.03239812959251852,80265.5,4389.0,0.9924812030075187,0.05509527754763877,18.150375939849624,4422.25,1456849,4356,1,0,0
4506,L51685,L,302.4,310.1,1426,46.8,95,0,0,0,0,0,0,7.700000000000045,6988.661353469709,1.025462962962963,0.02546296296296311,66736.8,4446.0,2.0299145299145303,0.03281907433380084,30.470085470085472,2190.24,2033476,9025,1,0,0
7036,L54215,L,300.6,310.6,1497,38.2,83,0,0,0,0,0,0,10.0,5988.441084419792,1.0332667997338656,0.0332667997338656,57185.4,3170.6000000000004,2.1727748691099475,0.025517702070808286,39.188481675392666,1459.2400000000002,2241009,6889,1,0,0
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999975,7379.601143282424,1.0366386554621847,0.03663865546218479,70470.0,8195.4,3.0076628352490418,0.03866666666666667,25.86206896551724,2724.84,1822500,24649,0,1,0
8188,L55367,L,299.6,310.9,1448,46.3,196,0,0,0,0,0,0,11.299999999999956,7020.663710634278,1.037716955941255,0.037716955941254855,67042.4,9074.8,4.233261339092873,0.03197513812154696,31.27429805615551,2143.6899999999996,2096704,38416,1,0,0
75,L47254,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,10.100000000000025,5415.299392674381,1.0337905654064905,0.03379056540649055,51712.299999999996,6524.599999999999,6.253869969040248,0.020174890693316676,49.566563467492266,1043.2899999999997,2563201,40804,1,0,0
1018,L48197,L,296.3,307.2,1637,31.6,27,0,0,0,0,0,0,10.899999999999975,5417.069156535904,1.0367870401619979,0.036787040161997894,51729.200000000004,853.2,0.8544303797468354,0.019303604153940137,51.803797468354425,998.5600000000001,2679769,729,1,0,0
5639,L52818,L,302.6,312.1,1519,38.1,178,0,0,0,0,0,0,9.5,6060.540635819678,1.0313945803040316,0.03139458030403172,57873.9,6781.8,4.671916010498688,0.025082290980908493,39.86876640419948,1451.6100000000001,2307361,31684,1,0,0
5956,L53135,L,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,10.100000000000025,5470.015464724404,1.0335882939807117,0.03358829398071175,52234.8,3507.6000000000004,3.512658227848101,0.0191167574107683,52.31012658227848,998.5600000000001,2732409,12321,1,0,0
7626,L54805,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0,11.099999999999966,5686.743469920052,1.0369261477045908,0.036926147704590705,54304.399999999994,2652.4,2.177650429799427,0.0224293059125964,44.58452722063038,1218.01,2421136,5776,1,0,0
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,10.300000000000011,7322.00527796661,1.034471218206158,0.034471218206158005,69920.0,5937.5,2.6315789473684212,0.03226902173913043,30.989473684210527,2256.25,2166784,15625,0,1,0
8937,L56116,L,297.4,308.3,1465,42.0,13,0,0,0,0,0,0,10.900000000000034,6443.406532512666,1.0366509751176867,0.03665097511768674,61530.0,546.0,0.30952380952380953,0.028668941979522185,34.88095238095238,1764.0,2146225,169,1,0,0
863,H30276,H,296.1,306.8,1645,31.0,41,0,0,0,0,0,0,10.699999999999989,5340.18391232705,1.0361364403917595,0.0361364403917595,50995.0,1271.0,1.3225806451612903,0.01884498480243161,53.064516129032256,961.0,2706025,1681,0,0,1
6259,M21118,M,301.1,310.7,1583,40.7,2,0,0,0,0,0,0,9.599999999999966,6746.894854824953,1.0318830953171703,0.03188309531717026,64428.100000000006,81.4,0.04914004914004914,0.02571067593177511,38.894348894348894,1656.4900000000002,2505889,4,0,1,0
7054,H36467,H,300.7,310.5,1567,38.7,129,0,0,0,0,0,0,9.800000000000011,6350.509637746016,1.0325906218822747,0.03259062188227473,60642.9,4992.3,3.333333333333333,0.02469687300574346,40.490956072351416,1497.6900000000003,2455489,16641,0,0,1
5802,L52981,L,301.5,310.8,1413,44.6,166,0,0,0,0,0,0,9.300000000000011,6599.418023689935,1.0308457711442787,0.030845771144278646,63019.8,7403.6,3.7219730941704037,0.03156404812455768,31.681614349775785,1989.16,1996569,27556,1,0,0
2501,L49680,L,299.1,308.9,1617,32.3,223,0,0,0,0,0,0,9.799999999999956,5469.418562120221,1.0327649615513206,0.03276496155132048,52229.1,7202.9,6.904024767801858,0.019975262832405687,50.06191950464397,1043.2899999999997,2614689,49729,1,0,0
1973,L49152,L,297.9,307.6,1612,30.7,134,0,0,0,0,0,0,9.700000000000044,5182.41312926377,1.0325612621685132,0.03256126216851307,49488.4,4113.8,4.364820846905538,0.019044665012406946,52.50814332247557,942.49,2598544,17956,1,0,0
5260,L52439,L,303.5,312.9,1544,36.9,87,0,0,0,0,0,0,9.399999999999975,5966.261440285448,1.0309719934102142,0.030971993410214088,56973.6,3210.2999999999997,2.3577235772357725,0.023898963730569947,41.84281842818428,1361.61,2383936,7569,1,0,0
3342,H32755,H,301.4,310.7,1329,52.0,160,0,0,0,0,0,0,9.300000000000011,7236.972836809447,1.03085600530856,0.030856005308560093,69108.0,8320.0,3.076923076923077,0.03912716328066215,25.557692307692307,2704.0,1766241,25600,0,0,1
9956,M24815,M,298.2,307.9,1462,38.8,124,0,0,0,0,0,0,9.699999999999989,5940.290941015773,1.0325285043594903,0.032528504359490236,56725.6,4811.2,3.195876288659794,0.026538987688098495,37.680412371134025,1505.4399999999998,2137444,15376,0,1,0
6017,L53196,L,300.7,310.7,1425,45.3,48,0,0,0,0,0,0,10.0,6759.921992361836,1.033255736614566,0.03325573661456602,64552.49999999999,2174.3999999999996,1.0596026490066226,0.03178947368421053,31.456953642384107,2052.0899999999997,2030625,2304,1,0,0
3207,M18066,M,300.1,309.0,1612,33.0,34,0,0,0,0,0,0,8.899999999999977,5570.672093345421,1.0296567810729755,0.029656781072975598,53196.0,1122.0,1.0303030303030303,0.020471464019851116,48.84848484848485,1089.0,2598544,1156,0,1,0
4321,L51500,L,301.7,310.3,1397,44.6,57,0,0,0,0,0,0,8.600000000000023,6524.690006436545,1.0285051375538616,0.02850513755386153,62306.200000000004,2542.2000000000003,1.2780269058295963,0.03192555476020043,31.32286995515695,1989.16,1951609,3249,1,0,0
2169,M17028,M,299.5,309.1,1420,49.5,5,0,0,0,0,0,0,9.600000000000025,7360.751587360884,1.0320534223706177,0.03205342237061778,70290.0,247.5,0.10101010101010101,0.03485915492957747,28.68686868686869,2450.25,2016400,25,0,1,0
2522,L49701,L,298.8,308.6,1584,34.4,42,0,0,0,0,0,0,9.800000000000011,5706.137568568212,1.0327978580990629,0.03279785809906296,54489.6,1444.8,1.2209302325581395,0.021717171717171715,46.04651162790698,1183.36,2509056,1764,1,0,0
8002,L55181,L,300.8,312.0,1374,50.2,154,0,0,0,0,0,0,11.199999999999989,7223.02416542751,1.0372340425531914,0.03723404255319145,68974.8,7730.8,3.0677290836653386,0.03653566229985444,27.37051792828685,2520.0400000000004,1887876,23716,1,0,0
4162,H33575,H,301.9,310.3,1653,32.4,100,0,0,0,0,0,0,8.400000000000034,5608.496868894642,1.0278237827095065,0.027823782709506573,53557.2,3240.0,3.0864197530864197,0.019600725952813067,51.01851851851852,1049.76,2732409,10000,0,0,1
3721,M18580,M,302.4,311.4,1508,41.2,60,0,0,0,0,0,0,9.0,6506.196497682414,1.0297619047619047,0.029761904761904764,62129.600000000006,2472.0,1.4563106796116503,0.027320954907161805,36.601941747572816,1697.4400000000003,2274064,3600,0,1,0
622,L47801,L,298.3,310.1,1408,45.3,78,0,0,0,0,0,0,11.800000000000011,6679.277308944186,1.039557492457258,0.03955749245725783,63782.399999999994,3533.3999999999996,1.7218543046357617,0.032173295454545454,31.081677704194263,2052.0899999999997,1982464,6084,1,0,0
4828,L52007,L,303.4,311.8,1438,58.9,22,0,0,0,0,0,0,8.400000000000034,8869.574763075967,1.0276862228081742,0.027686222808174142,84698.2,1295.8,0.3735144312393888,0.040959666203059804,24.41426146010187,3469.21,2067844,484,1,0,0
6652,M21511,M,301.5,310.4,1276,55.6,158,0,0,0,0,0,0,8.899999999999977,7429.405858817334,1.029519071310116,0.02951907131011601,70945.6,8784.800000000001,2.841726618705036,0.04357366771159875,22.949640287769782,3091.36,1628176,24964,0,1,0
1049,L48228,L,296.5,307.6,1607,33.5,104,0,0,0,0,0,0,11.100000000000025,5637.535656989324,1.0374367622259697,0.03743676222596973,53834.5,3484.0,3.1044776119402986,0.020846297448662104,47.97014925373134,1122.25,2582449,10816,1,0,0
6503,L53682,L,300.9,310.0,2595,13.7,207,0,0,0,0,0,0,9.100000000000025,3722.944374136584,1.030242605516783,0.030242605516783067,35551.5,2835.8999999999996,15.109489051094892,0.005279383429672446,189.4160583941606,187.68999999999997,6734025,42849,1,0,0
6018,L53197,L,300.8,310.9,1398,38.2,50,0,0,0,0,0,0,10.099999999999966,5592.411914508263,1.0335771276595744,0.03357712765957435,53403.600000000006,1910.0000000000002,1.3089005235602094,0.02732474964234621,36.596858638743456,1459.2400000000002,1954404,2500,1,0,0
4052,L51231,L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0,9.0,6719.992349734711,1.0298210735586482,0.02982107355864811,64171.2,1716.8,0.7974137931034483,0.03355025307302965,29.806034482758623,2152.96,1912689,1369,1,0,0
7661,M22520,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0,11.100000000000025,6902.435107104182,1.0369384359401,0.03693843594009991,65913.4,8728.5,3.119092627599244,0.042455858747993576,23.553875236294896,2798.41,1552516,27225,0,1,0
8826,M23685,M,297.3,308.8,1548,41.3,140,0,0,0,0,0,0,11.5,6694.985272212136,1.0386814665321225,0.038681466532122434,63932.399999999994,5782.0,3.3898305084745766,0.026679586563307493,37.481840193704606,1705.6899999999998,2396304,19600,0,1,0
