udi,product_id,type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,temp_diff_k,power_w
5808,M20667,M,301.4,310.9,1489,38.9,179,0,0,0,0,0,0,9.5,6065.588128016445
3200,H32613,H,300.1,309.1,1560,35.4,14,0,0,0,0,0,0,9.0,5783.043756728091
6383,L53562,L,300.2,309.8,1481,41.9,106,0,0,0,0,0,0,9.600000000000023,6498.269212219856
2309,L49488,L,299.1,308.5,1371,55.5,159,0,0,0,0,0,0,9.399999999999977,7968.178526932472
9774,L56953,L,298.5,309.4,1560,37.9,37,0,0,0,0,0,0,10.899999999999977,6191.450801694764
8515,L55694,L,298.2,309.4,1447,47.1,185,0,0,0,0,0,0,11.199999999999989,7137.038774498756
958,M15817,M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,10.699999999999989,5824.37664407382
7151,L54330,L,300.2,309.8,1401,49.3,163,0,0,0,0,0,0,9.600000000000023,7232.920182286316
8454,L55633,L,298.6,309.9,1564,37.1,30,0,0,0,0,0,0,11.299999999999955,6076.300958965187
1169,L48348,L,297.1,308.1,1584,36.8,215,0,0,0,0,0,0,11.0,6104.240189631111
5248,L52427,L,303.6,313.1,1405,38.3,58,0,0,0,0,0,0,9.5,5635.127102621572
5625,M20484,M,302.8,312.2,1469,36.9,143,0,0,0,0,0,0,9.399999999999977,5676.449517991789
8472,L55651,L,298.6,309.8,1332,46.4,76,0,0,0,0,0,0,11.199999999999989,6472.183521219547
1677,H31090,H,297.9,307.6,1418,43.0,207,0,0,0,0,0,0,9.700000000000045,6385.182348666135
9036,M23895,M,297.3,308.1,1731,27.7,42,0,0,0,0,0,0,10.800000000000011,5021.17612230603
3324,L50503,L,301.5,310.5,1589,36.7,118,0,0,0,0,0,0,9.0,6106.868655484616
2451,L49630,L,299.2,308.7,1492,37.8,91,0,0,0,0,0,0,9.5,5905.9428613365235
4221,M19080,M,301.9,310.6,1260,65.9,29,0,0,0,0,0,0,8.700000000000045,8695.30014660583
6594,L53773,L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0,9.099999999999966,5186.821830954308
9901,H39314,H,298.7,309.2,1449,42.3,182,0,0,0,0,0,0,10.5,6418.55653462277
7779,L54958,L,300.4,311.6,1517,39.0,45,0,0,0,0,0,0,11.200000000000045,6195.534872144432
7671,L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0,11.100000000000023,6004.630758561292
4625,M19484,M,303.0,311.1,1428,39.8,181,0,0,0,0,0,0,8.100000000000023,5951.684450372791
9857,L57036,L,298.6,309.5,1450,44.2,63,0,0,0,0,0,0,10.899999999999977,6711.489105618995
3411,L50590,L,301.2,310.3,1451,39.7,123,0,0,0,0,0,0,9.100000000000023,6032.350077741466
552,L47731,L,297.4,309.2,1274,54.3,121,0,0,0,0,0,0,11.800000000000011,7244.324163618847
1817,L48996,L,298.1,307.6,1460,46.5,143,0,0,0,0,0,0,9.5,7109.424175073702
4283,L51462,L,301.9,309.9,1374,48.5,180,1,0,1,0,0,0,8.0,6978.419761419008
5745,H35158,H,302.2,311.5,1482,42.6,16,0,0,0,0,0,0,9.300000000000011,6611.293243920505
7710,L54889,L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0,10.899999999999977,6279.781915138196
6995,L54174,L,300.6,310.8,1375,53.2,179,0,0,0,0,0,0,10.199999999999989,7660.250087003112
7625,L54804,L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0,11.099999999999966,7180.476528922392
9433,L56612,L,298.0,308.7,1619,40.1,45,0,0,0,0,0,0,10.699999999999989,6798.60546990304
1384,M16243,M,298.9,310.2,1331,49.0,121,0,0,0,0,0,0,11.300000000000011,6829.717709149089
8508,L55687,L,298.4,309.7,1518,39.8,165,0,0,0,0,0,0,11.300000000000011,6326.790613211413
6286,M21145,M,301.2,310.7,1426,46.1,67,0,0,0,0,0,0,9.5,6884.130093909265
6929,L54108,L,301.1,311.7,1816,24.5,7,0,0,0,0,0,0,10.599999999999966,4659.191344783902
6413,L53592,L,300.4,310.0,1423,44.2,189,0,0,0,0,0,0,9.600000000000023,6586.516549859193
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,8133.206389025544
3385,L50564,L,301.3,310.6,1426,40.7,54,0,0,0,0,0,0,9.300000000000011,6077.746091585837
8275,L55454,L,298.9,310.5,1640,29.2,195,0,0,0,0,0,0,11.600000000000023,5014.8196331702675
2078,L49257,L,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,10.0,5557.603067906487
3267,L50446,L,301.3,310.1,1269,56.8,195,1,0,0,0,1,0,8.800000000000011,7548.11617322098
8185,L55364,L,299.8,311.1,2144,17.7,190,0,0,0,0,0,0,11.300000000000011,3973.9890430849446
5146,L52325,L,304.5,313.7,1670,32.9,7,0,0,0,0,0,0,9.199999999999989,5753.617505539466
9717,H39130,H,299.0,310.0,1387,45.2,110,0,0,0,0,0,0,11.0,6565.132775863758
9053,M23912,M,297.4,308.6,1901,22.1,81,0,0,0,0,0,0,11.200000000000045,4399.496824062658
6352,L53531,L,300.0,309.7,1542,47.1,25,0,0,0,0,0,0,9.699999999999989,7605.607318781674
6447,M21306,M,300.7,310.3,1471,40.2,59,0,0,0,0,0,0,9.600000000000023,6192.518943196986
4076,L51255,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0,8.600000000000023,6448.506384586994
4657,L51836,L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0,8.099999999999966,5499.860594933507
6319,M21178,M,300.9,310.3,1416,50.9,152,0,0,0,0,0,0,9.400000000000034,7547.613518396407
883,M15742,M,295.7,306.2,1739,25.9,94,0,0,0,0,0,0,10.5,4716.588242564988
8607,M23466,M,297.5,308.4,1505,37.2,215,0,0,0,0,0,0,10.899999999999977,5862.840210129272
7947,L55126,L,300.8,311.6,1516,35.6,14,0,0,0,0,0,0,10.800000000000011,5651.683295905989
9845,H39258,H,298.3,309.1,1484,37.0,28,0,0,0,0,0,0,10.800000000000011,5749.952314110278
6847,M21706,M,301.2,311.5,1498,49.5,3,0,0,0,0,0,0,10.300000000000011,7765.074561877892
7912,L55091,L,300.7,312.1,1512,36.9,153,0,0,0,0,0,0,11.400000000000034,5842.608353440154
3811,M18670,M,302.2,310.8,1562,38.1,78,0,0,0,0,0,0,8.600000000000023,6232.103010632217
3358,H32771,H,301.6,310.7,1414,51.7,197,0,0,0,0,0,0,9.099999999999966,7655.412034316583
6157,L53336,L,301.1,311.1,1508,41.5,184,0,0,0,0,0,0,10.0,6553.571714898547
1179,L48358,L,297.3,308.5,1398,60.4,12,0,0,0,0,0,0,11.199999999999989,8842.452346499975
8898,M23757,M,297.3,308.7,1577,35.6,133,0,0,0,0,0,0,11.399999999999977,5879.092716123843
2489,L49668,L,298.9,308.7,1356,50.7,185,0,0,0,0,0,0,9.800000000000011,7199.399388672513
6455,L53634,L,300.7,310.1,1598,32.8,79,0,0,0,0,0,0,9.400000000000034,5488.823132743894
8722,L55901,L,297.2,308.7,1669,30.7,72,0,0,0,0,0,0,11.5,5365.662228747663
6906,M21765,M,301.0,311.5,1550,34.9,162,0,0,0,0,0,0,10.5,5664.815153197996
2682,L49861,L,299.8,309.5,1545,32.2,18,0,0,0,0,0,0,9.699999999999989,5209.703097447955
8127,L55306,L,300.2,311.4,1433,37.9,36,0,0,0,0,0,0,11.199999999999989,5687.403204377305
8541,L55720,L,298.6,309.5,1687,29.3,47,0,0,0,0,0,0,10.899999999999977,5176.203247785174
5655,L52834,L,302.3,311.6,1544,34.3,0,0,0,0,0,0,0,9.300000000000011,5545.874455333085
6144,M21003,M,301.0,310.9,1575,34.6,150,0,0,0,0,0,0,9.899999999999977,5706.70305524586
8575,L55754,L,297.6,308.3,1424,53.9,132,0,0,0,0,0,0,10.699999999999989,8037.618196552319
5716,H35129,H,302.2,311.9,1597,35.8,160,0,0,0,0,0,0,9.699999999999989,5987.10067155426
4463,L51642,L,302.7,310.5,1263,67.8,197,1,0,1,0,1,0,7.800000000000011,8967.299238553633
2067,L49246,L,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,9.900000000000034,5731.772964621507
6037,M20896,M,300.6,311.0,1401,54.6,94,0,0,0,0,0,0,10.399999999999977,8010.495779976326
8090,L55269,L,300.1,311.3,1676,30.3,151,0,0,0,0,0,0,11.199999999999989,5317.962380290658
760,M15619,M,296.7,307.8,1537,36.3,233,0,0,0,0,0,0,11.100000000000023,5842.6397693666895
4546,L51725,L,302.5,310.5,1463,43.0,189,0,0,0,0,0,0,8.0,6587.815074822678
4152,M19011,M,301.9,310.4,1373,48.0,73,1,0,1,0,0,0,8.5,6901.450741406057
8648,L55827,L,297.5,308.5,1530,38.5,93,0,0,0,0,0,0,11.0,6168.517175323559
1613,M16472,M,297.9,307.9,1540,39.8,38,0,0,0,0,0,0,10.0,6418.483230794186
818,L47997,L,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,10.800000000000011,7449.344500192116
8798,L55977,L,297.2,308.3,1569,31.2,63,0,0,0,0,0,0,11.100000000000023,5126.325228421681
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,4282.776185006285
8780,M23639,M,297.5,308.6,1349,51.5,21,0,0,0,0,0,0,11.100000000000023,7275.247907305683
1981,M16840,M,298.0,307.6,1301,58.5,155,0,0,0,0,0,0,9.600000000000023,7970.063482524627
7150,L54329,L,300.2,309.8,1506,41.8,161,0,0,0,0,0,0,9.600000000000023,6592.192360586679
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,11.599999999999966,7293.626224329183
4300,L51479,L,301.7,310.1,1402,50.1,3,0,0,0,0,0,0,8.400000000000034,7355.536543555927
8242,M23101,M,298.9,310.2,2099,20.0,98,0,0,0,0,0,0,11.300000000000011,4396.135319923316
8498,M23357,M,298.3,309.4,1509,34.2,141,0,0,0,0,0,0,11.099999999999966,5404.356178264378
7551,M22410,M,300.3,311.4,1554,34.3,99,0,0,0,0,0,0,11.099999999999966,5581.793331339128
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,5677.716627028738
2225,M17084,M,299.7,309.0,1645,31.9,155,0,0,0,0,0,0,9.300000000000011,5495.221509781706
4138,L51317,L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,8.400000000000034,7319.0731248232605
2118,H31531,H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,9.5,5406.324909660627
4689,L51868,L,303.5,311.6,1577,38.1,112,0,0,0,0,0,0,8.100000000000023,6291.950350683102
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,4989.110933288391
7841,L55020,L,300.2,311.6,1606,31.0,199,0,0,0,0,0,0,11.400000000000034,5213.577728387381
5473,L52652,L,302.8,312.3,1386,57.8,172,0,0,0,0,0,0,9.5,8389.18335844004
9275,L56454,L,298.2,308.7,1428,54.9,45,0,0,0,0,0,0,10.5,8209.73558606699
5642,L52821,L,302.6,312.1,1473,37.3,184,0,0,0,0,0,0,9.5,5753.607033563954
7812,M22671,M,300.0,311.4,1466,39.0,125,0,0,0,0,0,0,11.399999999999977,5987.247279211428
8175,L55354,L,299.9,311.3,1371,52.3,167,0,0,0,0,0,0,11.400000000000034,7508.7520172715
7639,L54818,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0,11.0,6244.4285258098
5901,M20760,M,300.9,310.7,1485,41.0,181,0,0,0,0,0,0,9.800000000000011,6375.862290460485
4596,M19455,M,303.0,311.2,1460,43.9,103,0,0,0,0,0,0,8.199999999999989,6711.907984639473
8350,M23209,M,298.7,309.5,1487,33.6,183,0,0,0,0,0,0,10.800000000000011,5232.1340689945855
5141,M20000,M,304.3,313.6,1585,32.1,202,0,0,0,0,0,0,9.300000000000011,5327.98406085561
2894,M17753,M,300.7,309.6,1568,35.2,82,0,0,0,0,0,0,8.900000000000034,5779.860276172453
3005,M17864,M,300.5,309.9,1466,53.2,172,0,0,0,0,0,0,9.399999999999977,8167.219365488409
1062,L48241,L,296.7,307.9,1420,50.1,138,0,0,0,0,0,0,11.199999999999989,7449.972818722835
9302,M24161,M,298.1,308.9,1459,50.3,115,0,0,0,0,0,0,10.799999999999955,7685.141972795055
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,11.199999999999989,5909.241533622792
9194,M24053,M,297.9,309.0,1530,40.9,42,0,0,0,0,0,0,11.100000000000023,6553.048116122949
8436,M23295,M,298.7,310.0,1519,38.1,198,0,0,0,0,0,0,11.300000000000011,6060.540635819678
1256,H30669,H,297.5,308.9,1419,50.7,7,0,0,0,0,0,0,11.399999999999977,7533.8847585002195
671,L47850,L,297.6,309.0,1822,25.4,202,0,0,0,0,0,0,11.399999999999977,4846.304603231711
7149,M22008,M,300.3,309.8,1617,40.8,158,0,0,0,0,0,0,9.5,6908.739236362386
1971,M16830,M,297.9,307.6,1202,67.0,129,0,0,0,0,0,0,9.700000000000045,8433.50075880668
9840,M24699,M,298.4,309.2,1491,51.2,13,0,0,0,0,0,0,10.800000000000011,7994.2223300307305
2519,M17378,M,298.9,308.6,1425,49.6,35,0,0,0,0,0,0,9.700000000000045,7401.592291857552
909,M15768,M,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,10.600000000000023,4636.425270020889
9762,L56941,L,298.6,309.7,1703,26.1,5,0,0,0,0,0,0,11.099999999999966,4654.615091485173
5585,L52764,L,302.4,311.9,1578,29.9,44,0,0,0,0,0,0,9.5,4940.908430006811
1524,L48703,L,298.3,309.0,1519,36.9,41,0,0,0,0,0,0,10.699999999999989,5869.657466187562
4008,L51187,L,302.1,311.2,1369,50.8,164,0,0,0,0,0,0,9.099999999999966,7282.756313747762
5559,L52738,L,302.5,311.9,1553,40.1,187,0,0,0,0,0,0,9.399999999999977,6521.454166003348
1506,L48685,L,298.0,308.7,1626,36.7,210,0,0,0,0,0,0,10.699999999999989,6249.0676109616015
2954,L50133,L,300.7,309.5,1578,35.4,34,0,0,0,0,0,0,8.800000000000011,5849.771184690338
8439,L55618,L,298.6,309.8,1469,42.8,205,0,0,0,0,0,0,11.199999999999989,6584.066107589392
6160,L53339,L,301.0,311.0,1399,58.0,190,1,0,0,0,1,0,10.0,8497.170369919435
7570,L54749,L,300.2,311.0,1255,71.8,149,1,0,0,1,0,0,10.800000000000011,9436.19241407742
6937,L54116,L,300.6,311.1,1471,40.7,26,0,0,0,0,0,0,10.5,6269.540323087495
1009,L48188,L,296.2,307.1,1441,41.7,3,0,0,0,0,0,0,10.900000000000034,6292.578669213821
2585,L49764,L,299.1,308.8,1502,46.7,197,0,0,0,0,0,0,9.699999999999989,7345.399671260343
7576,L54755,L,300.4,311.2,1471,46.5,164,0,0,0,0,0,0,10.800000000000011,7162.988329817408
147,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,9.899999999999977,6093.977653629385
8067,L55246,L,300.4,311.9,1868,21.3,92,0,0,0,0,0,0,11.5,4166.631504603071
1727,L48906,L,298.3,307.8,1906,22.1,104,0,0,0,0,0,0,9.5,4411.068357003382
9552,L56731,L,299.4,310.8,1391,48.9,139,0,0,0,0,0,0,11.400000000000034,7123.027271263746
1570,M16429,M,298.1,308.2,1654,35.3,155,0,0,0,0,0,0,10.099999999999966,6114.188566367478
8748,L55927,L,297.3,308.5,1504,42.0,142,0,0,0,0,0,0,11.199999999999989,6614.9374913986685
4280,L51459,L,302.0,310.1,1361,45.4,174,1,0,1,0,0,0,8.100000000000023,6470.570836990706
698,M15557,M,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,11.199999999999989,6040.664826297966
9223,M24082,M,297.9,309.0,1525,38.5,113,0,0,0,0,0,0,11.100000000000023,6148.358622463024
776,L47955,L,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,11.100000000000023,6999.258992687819
8781,M23640,M,297.5,308.6,1327,52.1,24,0,0,0,0,0,0,11.100000000000023,7239.9782937813825
1892,L49071,L,297.7,307.4,1764,29.0,139,0,0,0,0,0,0,9.699999999999989,5357.043792901315
5976,H35389,H,300.5,310.7,1654,28.6,161,0,0,0,0,0,0,10.199999999999989,4953.705184082433
4836,M19695,M,303.4,311.9,1419,50.9,39,0,0,0,0,0,0,8.5,7563.604225003178
5225,L52404,L,303.9,313.2,1590,31.9,5,0,0,0,0,0,0,9.300000000000011,5311.490699424262
6740,L53919,L,301.7,311.2,1482,43.6,154,0,0,0,0,0,0,9.5,6766.487921007842
6179,L53358,L,301.1,310.9,1282,67.9,10,1,0,0,1,0,0,9.799999999999955,9115.624299705121
8421,L55600,L,298.9,310.4,1546,37.7,159,0,0,0,0,0,0,11.5,6103.507151345274
1689,L48868,L,297.9,307.4,1606,35.5,14,0,0,0,0,0,0,9.5,5970.387398637163
1204,H30617,H,297.0,308.1,1410,47.6,79,0,0,0,0,0,0,11.100000000000023,7028.371084611086
4182,M19041,M,302.4,310.7,1521,40.4,152,0,0,0,0,0,0,8.300000000000011,6434.8614004949
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,6639.881737068171
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,10.100000000000023,6800.41712166661
3154,M18013,M,300.5,309.9,1483,49.3,124,0,0,0,0,0,0,9.399999999999977,7656.260264333052
119,M14978,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,9.800000000000011,5023.0610778981845
7870,M22729,M,300.5,312.0,1779,27.7,46,0,0,0,0,0,0,11.5,5160.41150871313
4918,M19777,M,303.4,312.2,1561,38.2,45,0,0,0,0,0,0,8.800000000000011,6244.459941736337
4947,M19806,M,303.7,312.7,1669,31.7,120,0,0,0,0,0,0,9.0,5540.439500042376
8049,L55228,L,300.6,311.9,1413,41.3,43,0,0,0,0,0,0,11.299999999999955,6111.120277542473
796,L47975,L,296.9,307.8,1605,37.0,84,0,0,0,0,0,0,10.900000000000034,6218.782657780996
4351,M19210,M,301.9,309.7,1568,37.5,135,0,0,0,0,0,0,7.800000000000011,6157.5216010359945
3573,L50752,L,301.8,310.6,1451,50.7,108,0,0,0,0,0,0,8.800000000000011,7703.782089206355
4429,L51608,L,302.4,310.1,1906,21.2,110,0,0,0,0,0,0,7.7000000000000455,4231.432089071117
6641,L53820,L,301.4,310.4,1334,43.2,133,0,0,0,0,0,0,9.0,6034.873823839849
7849,H37262,H,300.2,311.6,1547,37.7,217,0,0,0,0,0,0,11.400000000000034,6107.455086113286
4367,L51546,L,302.0,309.9,1388,51.4,183,0,0,0,0,0,0,7.899999999999977,7471.042433452911
2374,L49553,L,299.2,308.4,1350,51.3,96,0,0,0,0,0,0,9.199999999999989,7252.366640812037
477,L47656,L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,11.600000000000023,6231.139588885116
9521,L56700,L,299.0,310.1,1375,48.9,59,0,0,0,0,0,0,11.100000000000023,7041.094534858123
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,5721.468540717731
156,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,9.800000000000011,4119.9474377707265
902,H30315,H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,10.5,8194.195174407234
836,M15695,M,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,10.699999999999989,5217.399999449249
3761,L50940,L,302.3,310.9,1377,46.8,166,1,0,1,0,0,0,8.599999999999966,6748.518011029306
5823,M20682,M,301.3,311.0,1463,50.2,214,0,0,0,0,0,0,9.699999999999989,7690.891087351127
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,6937.767552481556
5932,L53111,L,300.3,310.4,1336,54.4,52,0,0,0,0,0,0,10.099999999999966,7610.864250488682
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,7248.910888893088
3839,L51018,L,302.4,311.1,1880,24.5,156,0,0,0,0,0,0,8.700000000000045,4823.391920811529
7148,L54327,L,300.3,309.8,1466,41.2,156,0,0,0,0,0,0,9.5,6324.989433423354
7755,M22614,M,300.4,311.7,1478,39.9,185,0,0,0,0,0,0,11.300000000000011,6175.554342867599
9073,H38486,H,297.2,308.1,1770,27.2,140,0,0,0,0,0,0,10.900000000000034,5041.6278904809
2838,L50017,L,300.3,309.1,1699,30.3,178,0,0,0,0,0,0,8.800000000000011,5390.941577633549
9362,L56541,L,298.0,308.6,1610,33.1,56,0,0,0,0,0,0,10.600000000000023,5580.620470081789
8058,L55237,L,300.2,311.5,1549,37.2,67,0,0,0,0,0,0,11.300000000000011,6034.245505309132
6829,L54008,L,301.0,310.9,1392,52.9,173,0,0,0,0,0,0,9.899999999999977,7711.227663795363
5053,L52232,L,303.9,313.0,1433,48.4,178,0,0,0,0,0,0,9.100000000000023,7263.068999785266
5744,M20603,M,302.2,311.6,1379,42.9,13,0,0,0,0,0,0,9.400000000000034,6195.126465099464
4203,L51382,L,302.4,311.0,1555,40.6,205,0,0,0,0,0,0,8.600000000000023,6611.272299969481
3664,M18523,M,302.3,311.7,1442,41.7,127,0,0,0,0,0,0,9.399999999999977,6296.94548300231
3655,L50834,L,302.1,311.4,1603,35.9,104,0,0,0,0,0,0,9.299999999999955,6026.381051699645
800,M15659,M,297.0,307.8,1579,34.1,94,0,0,0,0,0,0,10.800000000000011,5638.5200226874485
3985,L51164,L,302.3,311.3,1652,32.8,108,0,0,0,0,0,0,9.0,5674.302763011837
3160,H32573,H,300.4,309.8,1409,47.5,138,0,0,0,0,0,0,9.400000000000034,7008.63141077103
9880,M24739,M,298.8,309.8,1490,38.6,127,0,0,0,0,0,0,11.0,6022.851995952113
6748,M21607,M,301.8,311.1,1597,29.8,177,0,0,0,0,0,0,9.300000000000011,4983.67597799768
7965,L55144,L,300.9,312.1,1423,40.2,63,0,0,0,0,0,0,11.200000000000045,5990.451703718089
5415,L52594,L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,9.699999999999989,5509.955579327042
7165,M22024,M,300.2,310.1,1474,44.0,198,0,0,0,0,0,0,9.900000000000034,6791.704438040655
5174,M20033,M,304.2,313.5,1739,28.1,80,0,0,0,0,0,0,9.300000000000011,5117.225081701782
1724,L48903,L,298.2,307.8,2029,19.9,96,0,0,0,0,0,0,9.600000000000023,4228.280024442014
904,L48083,L,295.7,306.2,2270,14.6,149,1,0,0,1,0,0,10.5,3470.622124175764
3657,M18516,M,302.1,311.5,1383,53.6,108,0,0,0,0,0,0,9.399999999999977,7762.749783314236
1411,M16270,M,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,11.200000000000045,8183.9326384055075
6650,M21509,M,301.5,310.4,1350,54.9,153,0,0,0,0,0,0,8.899999999999977,7761.304650693584
8455,L55634,L,298.6,310.0,1522,40.3,32,0,0,0,0,0,0,11.399999999999977,6423.153731872522
6155,M21014,M,301.0,310.9,1765,24.2,179,0,0,0,0,0,0,9.899999999999977,4472.894900426028
3109,L50288,L,299.8,309.2,1504,38.7,212,0,0,0,0,0,0,9.399999999999977,6095.1924027887735
6114,M20973,M,300.7,310.8,1724,30.0,76,0,0,0,0,0,0,10.100000000000023,5416.105734788804
7833,L55012,L,300.0,311.4,1484,37.0,183,0,0,0,0,0,0,11.399999999999977,5749.952314110278
6311,L53490,L,300.9,310.1,2090,17.8,133,0,0,0,0,0,0,9.200000000000045,3895.7843299615834
4514,L51693,L,302.4,310.3,1900,24.4,113,0,0,0,0,0,0,7.900000000000034,4854.807847347427
7981,M22840,M,301.2,312.4,1505,39.6,102,0,0,0,0,0,0,11.199999999999989,6241.087965621483
3959,L51138,L,302.2,311.3,1378,55.5,35,0,0,0,0,0,0,9.100000000000023,8008.862151796459
5254,L52433,L,303.5,313.0,1547,40.3,73,0,0,0,0,0,0,9.5,6528.65888515558
8183,M23042,M,299.7,311.1,1649,32.7,185,0,0,0,0,0,0,11.400000000000034,5646.73005148883
5759,L52938,L,301.9,311.3,1501,40.8,59,0,0,0,0,0,0,9.400000000000034,6413.121579332061
9166,L56345,L,297.6,308.6,1326,62.4,173,0,0,0,0,0,0,11.0,8664.763866012936
4562,L51741,L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0,7.900000000000034,5428.881544913402
5958,L53137,L,300.7,310.9,1637,37.2,115,0,0,0,0,0,0,10.199999999999989,6377.05609566885
3126,L50305,L,300.1,309.4,1694,27.4,44,0,0,0,0,0,0,9.299999999999955,4860.63026573208
3595,M18454,M,301.6,310.4,1452,45.7,164,0,0,0,0,0,0,8.799999999999955,6948.825958622192
8950,L56129,L,297.4,308.3,1284,60.3,50,0,0,0,0,0,0,10.900000000000034,8107.947984090681
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,10.100000000000023,4622.413766785878
6161,L53340,L,301.0,310.9,1570,34.0,192,0,0,0,0,0,0,9.899999999999977,5589.9405282874395
956,L48135,L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,10.699999999999989,4182.496547503699
5237,L52416,L,303.8,313.1,1394,45.4,36,0,0,0,0,0,0,9.300000000000011,6627.461974110979
2075,L49254,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,9.899999999999977,5284.473002603391
7538,L54717,L,300.1,311.3,1305,64.7,66,0,0,0,0,0,0,11.199999999999989,8841.855443895793
6100,H35513,H,300.9,310.7,1609,28.7,39,0,0,0,0,0,0,9.800000000000011,4835.780267842184
5467,M20326,M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,9.400000000000034,6675.067574788377
1913,M16772,M,298.0,307.7,1621,34.9,194,0,0,0,0,0,0,9.699999999999989,5924.300234409
6575,L53754,L,301.4,310.6,1578,33.0,181,0,0,0,0,0,0,9.200000000000045,5453.176528101163
9526,L56705,L,299.1,310.3,1411,42.1,74,0,0,0,0,0,0,11.199999999999989,6220.678085348662
2588,L49767,L,299.0,308.7,2248,16.8,204,0,0,0,0,0,0,9.699999999999989,3954.888159751119
3522,L50701,L,301.9,311.0,1541,38.9,193,0,0,0,0,0,0,9.100000000000023,6277.415248672492
8447,L55626,L,298.5,309.9,1482,42.1,15,0,0,0,0,0,0,11.399999999999977,6533.695905376838
4324,L51503,L,301.8,310.3,1341,50.5,64,1,0,1,0,0,0,8.5,7091.67417658092
9620,M24479,M,298.9,310.0,1323,52.9,106,0,0,0,0,0,0,11.100000000000023,7328.990085633092
6250,L53429,L,300.7,310.1,1542,35.5,191,0,0,0,0,0,0,9.400000000000034,5732.464115005296
1240,H30653,H,297.2,308.5,1482,39.3,187,0,0,0,0,0,0,11.300000000000011,6099.150809532297
5307,H34720,H,304.0,313.2,1612,31.7,206,0,0,0,0,0,0,9.199999999999989,5351.221374516662
7797,L54976,L,300.1,311.5,1454,52.4,90,0,0,0,0,0,0,11.399999999999977,7978.556254664831
2001,L49180,L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0,9.700000000000045,7112.031696976182
8810,L55989,L,297.3,308.5,1503,43.3,90,0,0,0,0,0,0,11.199999999999989,6815.151191211945
5001,L52180,L,303.7,312.8,1832,23.6,35,0,0,0,0,0,0,9.100000000000023,4527.579556549514
7194,L54373,L,300.1,310.1,1306,64.7,57,0,0,0,0,0,0,10.0,8848.630812052035
9647,L56826,L,299.4,310.4,1582,31.7,181,0,0,0,0,0,0,11.0,5251.6328873978655
9777,M24636,M,298.6,309.6,1397,54.1,47,0,0,0,0,0,0,11.0,7914.47823650711
2268,L49447,L,299.2,308.5,1370,52.4,61,0,0,0,0,0,0,9.300000000000011,7517.621780530135
6706,M21565,M,301.5,310.6,1382,58.1,67,0,0,0,0,0,0,9.100000000000023,8408.388961528985
2589,L49768,L,299.0,308.7,1706,28.6,206,0,0,0,0,0,0,9.699999999999989,5109.444403896391
